Address,City,Price,lot_size_m2,living_area_m2,Build year,Build type,House type,Roof,Rooms,Toilet,Floors,Energy label,Position,Garden,est_neigh_price_m2,rooms_total,bedrooms,Bathrooms,province_nl,price_per_sqm
Vermeerlaan 4,Woudenberg,325000.0,160.0,116.0,1965,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.990,6,5.0,1,Utrecht,2801.7241379310344
Wittenburg 61,Nijkerk,435000.0,314.0,120.0,1970,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.395,5,4.0,1,Gelderland,3625.0
Leidseweg 245,Voorschoten,595000.0,243.0,96.0,1925,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2,G,,Achtertuin en voortuin,5.625,4,3.0,1,Zuid-Holland,6197.916666666667
Schout en Schepenenstraat 27,Den Helder,295000.0,154.0,132.0,1973,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3,C,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin,1.235,5,4.0,1,Noord-Holland,2234.848484848485
Verdistraat 34,Twello,650000.0,724.0,135.0,1985,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2,G,Aan rustige weg en in woonwijk,"Achtertuin, tuin rondom, voortuin en zijtuin",4.035,5,4.0,2,Gelderland,4814.814814814815
Ladderbeekstraat 16,Velsen-Noord,415000.0,139.0,126.0,2010,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3,A,In woonwijk,Achtertuin en voortuin,1.190,5,4.0,1,Noord-Holland,3293.6507936507937
Vos de Waelstraat 3,Westervoort,349500.0,251.0,93.0,1965,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3,D,In woonwijk,"Achtertuin, voortuin en zijtuin",5.935,4,3.0,1,Gelderland,3758.064516129032
Mars 14,Duiven,295000.0,223.0,99.0,1992,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3,A,In woonwijk,"Achtertuin, voortuin en zijtuin",3.165,4,3.0,1,Gelderland,2979.7979797979797
Brinklaan 14 B,Bussum,485000.0,102.0,92.0,1904,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Mansarde dak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2,C,In centrum,Zijtuin,775,4,3.0,1,Noord-Holland,5271.739130434783
Kloosterstraat 8 A,Chaam,3150000.0,12.58,457.0,2015,Bestaande bouw,"Landhuis, vrijstaande woning",Samengesteld dak bedekt met pannen,9 kamers (5 slaapkamers),3 badkamers en 3 aparte toiletten,3,A,"Aan rustige weg, buiten bebouwde kom, in bosrijke omgeving, landelijk gelegen, open ligging en vrij uitzicht",Tuin rondom,,9,5.0,3,Noord-Brabant,6892.778993435449
Clematis 34,Dirksland,450000.0,318.0,144.0,1988,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.775,6,5.0,1,Zuid-Holland,3125.0
Neerwal 154,Helmond,459000.0,115.0,163.0,2003,Bestaande bouw,"Herenhuis, tussenwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,4,A,"Aan park, aan water, in woonwijk, open ligging en vrij uitzicht",Achtertuin en voortuin,,5,3.0,1,Noord-Brabant,2815.9509202453987
Boerdijk 5 a,Enter,425000.0,659.0,122.0,1956,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,8 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2,E,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",1.455,8,4.0,1,Overijssel,3483.6065573770493
Fransebaan 491,Eindhoven,450000.0,256.0,101.0,1981,Bestaande bouw,"Eengezinswoning, eindwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,4.495,4,3.0,1,Noord-Brabant,4455.445544554455
Zonnebloemstraat 1,Terneuzen,179000.0,172.0,71.0,1953,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2,E,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.370,3,2.0,1,Zeeland,2521.1267605633802
Kamvaren 16,Purmerend,500000.0,228.0,138.0,1978,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,3,D,In woonwijk,Achtertuin en voortuin,3.805,5,4.0,2,Noord-Holland,3623.1884057971015
Vrijheidsakker 5,Etten-Leur,350000.0,119.0,90.0,2015,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2,A,In woonwijk,Achtertuin en voortuin,1.225,4,3.0,1,Noord-Brabant,3888.8888888888887
Vriezenbeemden 6,Helmond,800000.0,480.0,212.0,2004,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Samengesteld dak bedekt met pannen,6 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,3,A,Aan rustige weg en in woonwijk,Achtertuin,1.430,6,4.0,2,Noord-Brabant,3773.5849056603774
de Tocht 16,Benthuizen,395000.0,145.0,127.0,1974,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3,C,In woonwijk,Achtertuin en voortuin,915,5,4.0,1,Zuid-Holland,3110.236220472441
Dollardlaan 97,Scheemda,479000.0,860.0,140.0,1990,Bestaande bouw,"Landhuis, vrijstaande woning",Samengesteld dak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2,C,"Aan rustige weg, beschutte ligging en in woonwijk","Achtertuin, tuin rondom, voortuin en zijtuin",2.420,5,4.0,1,Groningen,3421.4285714285716
Vloedstroom 51,Katwijk (ZH),475000.0,182.0,108.0,1988,Bestaande bouw,"Eengezinswoning, geschakelde woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3,C,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en voortuin,2.215,5,4.0,1,,4398.148148148148
Rulstraat 50,Oosterhout (NB),1095000.0,600.0,216.0,1825,Bestaande bouw,"Herenhuis, vrijstaande woning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,10 kamers (8 slaapkamers),2 badkamers en 1 apart toilet,3,D,,Achtertuin en zijtuin,5.430,10,8.0,2,,5069.444444444444
Dobbelerserf 3,Helmond,459000.0,291.0,159.0,2000,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),2 badkamers en 2 aparte toiletten,3,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,3.410,6,4.0,2,Noord-Brabant,2886.7924528301887
Winkler Prinsstraat 36,Tilburg,309000.0,175.0,102.0,1962,Bestaande bouw,"Eengezinswoning, eindwoning",Zadeldak bedekt met pannen,6 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,3,E,In woonwijk,Achtertuin,4.245,6,3.0,2,Noord-Brabant,3029.4117647058824
van Alewijkstraat 2 G,Beerzerveld,309000.0,210.0,135.0,2006,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Schilddak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3,A,Aan rustige weg en in woonwijk,,500,5,3.0,1,Overijssel,2288.8888888888887
Weverstraat 14,Nuenen,400000.0,224.0,116.0,1984,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer,3,C,In centrum en in woonwijk,Achtertuin en voortuin,5.500,5,4.0,1,Noord-Brabant,3448.2758620689656
Waltmanstraat 49,Zwaanshoek,495000.0,196.0,129.0,1993,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3,A,"Aan rustige weg, in bosrijke omgeving en in woonwijk",Achtertuin en voortuin,1.610,6,4.0,1,Noord-Holland,3837.2093023255816
Ceintuurbaan 298,Bussum,715000.0,491.0,138.0,1956,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3,E,,Achtertuin,1.670,5,4.0,1,Noord-Holland,5181.159420289855
Holskottelanden 30,Enschede,475000.0,269.0,161.0,1990,Bestaande bouw,"Herenhuis, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2,C,"Aan rustige weg, beschutte ligging, in bosrijke omgeving en in woonwijk","Achtertuin, voortuin, zijtuin en zonneterras",4.615,6,4.0,1,Overijssel,2950.3105590062114
Voorn 6,Oostzaan,487500.0,127.0,97.0,1998,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3,B,In woonwijk,Achtertuin en voortuin,7.060,4,3.0,1,Noord-Holland,5025.773195876289
Schermer 8,Amersfoort,537500.0,165.0,136.0,2006,Bestaande bouw,"Eengezinswoning, geschakelde 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,€ 3.851,5,4.0,1,Utrecht,3952.205882352941
Beets 88 a,Beets,825000.0,771.0,159.0,1997,Bestaande bouw,"Woonboerderij, vrijstaande woning",Samengesteld dak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,2,C,"Aan rustige weg, landelijk gelegen en vrij uitzicht",Achtertuin en voortuin,540,6,5.0,1,Noord-Holland,5188.679245283019
De Driekoningen 15,'s-Heerenberg,595000.0,586.0,171.0,1978,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),2 badkamers,2,B,"Aan rustige weg, in bosrijke omgeving, in woonwijk en landelijk gelegen",Tuin rondom,3.725,5,3.0,2,Gelderland,3479.53216374269
Prins Hendrikstraat 118,Zaandam,400000.0,137.0,87.0,1927,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2,C,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en voortuin,6.790,4,3.0,1,Noord-Holland,4597.701149425287
Asschatterweg 44,Leusden,1700000.0,5.54,261.0,1998,Bestaande bouw,"Landhuis, vrijstaande woning",Lessenaardak bedekt met pannen,6 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,2,B,"Beschutte ligging, buiten bebouwde kom, landelijk gelegen en vrij uitzicht",Tuin rondom,735,6,3.0,2,Utrecht,6513.409961685824
Korenbloemstraat 79,Putten,415000.0,180.0,92.0,1984,Bestaande bouw,"Eengezinswoning, eindwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3,C,Aan rustige weg en in woonwijk,Achtertuin,3.400,5,4.0,1,Gelderland,4510.869565217391
Balfortstraat 76,Breda,839000.0,132.0,200.0,2004,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,5 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,4,A,In woonwijk,Achtertuin,5.735,5,3.0,2,Noord-Brabant,4195.0
Ridderstraat 28,Heusden (Gem. Heusden),390000.0,93.0,73.0,,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2,G,In centrum,Achtertuin,1.320,4,2.0,1,,5342.465753424657
Kluisstraat 66,IJsselmuiden,715000.0,562.0,206.0,2007,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3,A,"In woonwijk, open ligging en vrij uitzicht","Achtertuin, voortuin en zijtuin",1.130,5,4.0,1,Overijssel,3470.873786407767
Prinsenweg 33,Elst (UT),450000.0,227.0,110.0,1992,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3,B,"Aan rustige weg, beschutte ligging, in bosrijke omgeving en in woonwijk",Achtertuin en voortuin,2.825,5,3.0,1,,4090.909090909091
Rembrandtstraat 2,Tiel,485000.0,340.0,119.0,1988,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Samengesteld dak bedekt met pannen,4 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2,C,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",2.955,4,2.0,1,Gelderland,4075.63025210084
Kanaaldijk N.W. 47,Helmond,1875000.0,1.234,629.0,1835,Bestaande bouw,"Villa, vrijstaande woning",Schilddak bedekt met leisteen,10 kamers (3 slaapkamers),2 badkamers en 3 aparte toiletten,3,Niet verplicht,In centrum,Achtertuin en voortuin,1.205,10,3.0,2,Noord-Brabant,2980.9220985691572
Dorpsstraat 29,Pesse (Gem. Hoogeveen),359500.0,824.0,187.0,1928,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2,G,In woonwijk,Achtertuin,1.060,5,4.0,1,,1922.4598930481284
Bogardeind 178,Geldrop,550000.0,1.122,170.0,1960,Bestaande bouw,"Eengezinswoning, halfvrijstaande woning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,2,E,Aan drukke weg en in centrum,Achtertuin en voortuin,2.030,6,5.0,1,Noord-Brabant,3235.294117647059
Aresstraat 26,Almere,570000.0,169.0,141.0,2012,Bestaande bouw,"Herenhuis, vrijstaande woning",Plat dak bedekt met bitumineuze dakbedekking,4 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,3,A,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",7.270,4,2.0,1,Flevoland,4042.553191489362
Mariënstein 8,Heiloo,450000.0,201.0,124.0,1973,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3,C,"Aan rustige weg, in bosrijke omgeving, in woonwijk en vrij uitzicht",Achtertuin en voortuin,2.400,6,5.0,1,Noord-Holland,3629.032258064516
Kosterskamp 20,Den Ham (OV),475000.0,711.0,162.0,1978,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2,C,"Aan rustige weg, in woonwijk en vrij uitzicht",Tuin rondom,1.840,5,4.0,1,,2932.098765432099
Elsje van Houweningenstraat 62,Gorinchem,450000.0,132.0,133.0,2009,Bestaande bouw,"Eengezinswoning, hoekwoning",Plat dak,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3,A,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,2.805,5,4.0,1,Zuid-Holland,3383.4586466165415
Klaverhof 8,Purmerend,400000.0,130.0,100.0,1982,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3,B,In woonwijk en vrij uitzicht,Achtertuin en voortuin,,4,3.0,1,Noord-Holland,4000.0
Klaverhof 8,Purmerend,400000.0,130.0,100.0,1982,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3,B,In woonwijk en vrij uitzicht,Achtertuin en voortuin,5.715,4,3.0,1,Noord-Holland,4000.0
Beethovenweg 4,Eelde,350000.0,341.0,132.0,1972,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3,C,,Achtertuin en voortuin,6.750,5,4.0,1,Drenthe,2651.5151515151515
Groen van Prinstererstraat 40,Soest,899000.0,469.0,186.0,1972,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,7 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,2,C,"Aan rustige weg, in bosrijke omgeving en in woonwijk",Tuin rondom en voortuin,4.130,7,5.0,2,Utrecht,4833.333333333333
Rivierdijk 163,Sliedrecht,550000.0,288.0,145.0,2004,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning (dijkwoning)",Plat dak,7 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3,A,In woonwijk,,285,7,4.0,1,Zuid-Holland,3793.103448275862
Mariastraat 65,Apeldoorn,549000.0,232.0,92.0,1909,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2,D,In centrum en in woonwijk,Achtertuin en voortuin,5.485,4,3.0,1,Gelderland,5967.391304347826
Boerhave 5,Tubbergen,399000.0,219.0,127.0,2013,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3,A++,Aan rustige weg en in woonwijk,Achtertuin en voortuin,4.690,6,3.0,1,Overijssel,3141.732283464567
Larenseweg 58,Holten,539000.0,623.0,191.0,1971,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Dwarskap bedekt met pannen,8 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,2,E,In centrum,Tuin rondom,635,8,5.0,1,Overijssel,2821.9895287958116
Marsstraat 44,Haarlem,750000.0,145.0,139.0,1935,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,7 kamers (6 slaapkamers),1 badkamer en 1 apart toilet,3,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.805,7,6.0,1,Noord-Holland,5395.6834532374105
Irisstraat 51,Koog aan de Zaan,450000.0,114.0,104.0,1937,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met bitumineuze dakbedekking en kunststof,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,4.845,5,4.0,1,Noord-Holland,4326.923076923077
Bankenlaan 50,Beverwijk,1900000.0,3.728,219.0,1980,Bestaande bouw,"Landhuis, vrijstaande woning",Tentdak bedekt met riet,6 kamers (5 slaapkamers),2 badkamers en 2 aparte toiletten,2,C,In woonwijk,Tuin rondom,715,6,5.0,2,Noord-Holland,8675.79908675799
Seevank 86,Zwanenburg,475000.0,153.0,138.0,1980,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),2 badkamers en 2 aparte toiletten,3,B,In woonwijk en vrij uitzicht,Achtertuin en voortuin,2.120,4,3.0,2,Noord-Holland,3442.0289855072465
Groen van Prinsterersingel 40,Gouda,350000.0,202.0,93.0,1954,Bestaande bouw,"Eengezinswoning, eindwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3,C,In woonwijk en vrij uitzicht,Achtertuin en voortuin,5.095,4,3.0,1,Zuid-Holland,3763.440860215054
Kalkoenstraat 29,Breda,450000.0,127.0,100.0,1930,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2,E,Aan rustige weg en in woonwijk,Achtertuin en voortuin,4.065,4,3.0,1,Noord-Brabant,4500.0
Ed Hoorniklaan 2,De Meern,650000.0,183.0,141.0,2006,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3,A,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",5.745,6,5.0,1,Utrecht,4609.929078014185
Leliestraat 9,Woerden,525000.0,205.0,142.0,1936,Bestaande bouw,"Eengezinswoning, hoekwoning",Dwarskap bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3,G,In woonwijk,Achtertuin,4.400,5,4.0,1,Utrecht,3697.1830985915494
Tynaarlosestraat 35,Vries,489000.0,566.0,137.0,1937,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2,C,Aan rustige weg,"Achtertuin, tuin rondom, voortuin en zijtuin",3.810,6,4.0,1,Drenthe,3569.3430656934306
Nieuwendamstraat 35,Zaandam,400000.0,107.0,99.0,1985,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3,C,In woonwijk,Achtertuin en voortuin,8.965,6,5.0,1,Noord-Holland,4040.40404040404
Brederolaan 50,Etten-Leur,339000.0,179.0,123.0,1971,Bestaande bouw,"Eengezinswoning, eindwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3,D,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.395,5,4.0,1,Noord-Brabant,2756.0975609756097
Boeierhof 1,Lisse,365000.0,39.0,102.0,1995,Bestaande bouw,"Eengezinswoning, verspringend",Plat dak bedekt met bitumineuze dakbedekking,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3,B,"Aan rustige weg, in woonwijk en vrij uitzicht",Voortuin,1.205,4,3.0,1,Zuid-Holland,3578.4313725490197
Prinses Beatrixstraat 91,Arkel,310000.0,118.0,94.0,1956,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3,D,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.805,5,4.0,1,Zuid-Holland,3297.872340425532
Tuilland 15,Doorn,380000.0,156.0,99.0,1956,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2,E,"Aan rustige weg, in bosrijke omgeving en in woonwijk",Achtertuin en voortuin,1.325,4,3.0,1,Utrecht,3838.3838383838383
Onder Zeil 34,Enkhuizen,465000.0,244.0,134.0,2000,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3,A,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zonneterras",2.945,4,3.0,1,Noord-Holland,3470.1492537313434
Geert van der Zwaagweg 35,Heerenveen,399000.0,295.0,153.0,2010,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Lessenaardak,8 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,2,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,4.525,8,5.0,1,Fryslân,2607.843137254902
Mahatma Gandhistraat 48,Rotterdam,850000.0,361.0,147.0,2000,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Plat dak bedekt met bitumineuze dakbedekking,5 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,3,B,"Aan rustige weg, aan water, beschutte ligging en in woonwijk","Achtertuin, voortuin en zijtuin",9.825,5,4.0,2,Zuid-Holland,5782.312925170068
Theo Hendriksehof 2,Beverwijk,500000.0,166.0,103.0,1978,Bestaande bouw,"Bungalow, hoekwoning",Plat dak bedekt met bitumineuze dakbedekking,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2,D,Aan rustige weg,Patio/atrium,2.265,4,3.0,1,Noord-Holland,4854.368932038835
Carterlaan 31,Goes,295000.0,192.0,110.0,1981,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2,C,In woonwijk,Achtertuin en zijtuin,6.510,5,3.0,1,Zeeland,2681.818181818182
Heemskerkstraat 22,Apeldoorn,269000.0,184.0,96.0,1957,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3,E,Aan rustige weg en in woonwijk,Achtertuin en voortuin,3.060,5,3.0,1,Gelderland,2802.0833333333335
Arkelse Onderweg 33,Gorinchem,550000.0,260.0,142.0,1927,Bestaande bouw,"Herenhuis, vrijstaande woning",Tentdak bedekt met pannen,7 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3,F,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",2.805,7,5.0,1,Zuid-Holland,3873.239436619718
Klompstraat 1,Apeldoorn,259500.0,109.0,71.0,1910,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Mansarde dak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer,2,G,Aan rustige weg en in woonwijk,,2.960,4,3.0,1,Gelderland,3654.9295774647885
Westerpark 130,Tilburg,300000.0,132.0,122.0,1962,Bestaande bouw,"Eengezinswoning, tussenwoning",Lessenaardak,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3,C,"Aan park, in woonwijk en vrij uitzicht",Achtertuin,12.425,5,4.0,1,Noord-Brabant,2459.0163934426228
Alexandriëstraat 77,Rotterdam,545000.0,151.0,186.0,1987,Bestaande bouw,"Eengezinswoning, hoekwoning",Plat dak bedekt met bitumineuze dakbedekking,6 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,3,B,Aan rustige weg en in woonwijk,Achtertuin,10.580,6,5.0,2,Zuid-Holland,2930.1075268817203
Pronkridder 46,Assen,349500.0,174.0,115.0,2020,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2,A,,Achtertuin en voortuin,980,5,3.0,1,Drenthe,3039.1304347826085
Paul Krugerstraat 61,Assen,325000.0,136.0,120.0,2002,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3,A,,Achtertuin en voortuin,775,5,4.0,1,Drenthe,2708.3333333333335
